,unique_foods,input_number,avg_daily_food,avg_proportions_diff,Protein_positive_difference,Protein_negative_difference,Protein_none_difference,Calories_positive_difference,Calories_negative_difference,Calories_none_difference,Sodium_positive_difference,Sodium_negative_difference,Sodium_none_difference,Sugar_positive_difference,Sugar_negative_difference,Sugar_none_difference,Fat_positive_difference,Fat_negative_difference,Fat_none_difference,Carbs_positive_difference,Carbs_negative_difference,Carbs_none_difference,Fiber_positive_difference,Fiber_negative_difference,Fiber_none_difference,Protein_avg,Calories_avg,Sodium_avg,Sugar_avg,Fat_avg,Carbs_avg,Fiber_avg
929,197,26,7.576923076923077,178.07692307692307,20,6,0,23,3,0,16,10,0,20,6,0,15,10,1,19,7,0,0,0,26,56.76923076923077,1119.3846153846155,1928.576923076923,40.46153846153846,49.61538461538461,138.6153846153846,0.0
930,38,11,3.4545454545454546,26.181818181818183,10,1,0,11,0,0,0,0,11,10,1,0,10,1,0,11,0,0,0,0,11,60.81818181818182,1337.0,0.0,52.72727272727273,50.09090909090909,154.36363636363637,0.0
931,231,33,7.0,49.878787878787875,33,0,0,33,0,0,0,0,33,31,2,0,33,0,0,29,4,0,29,4,0,64.48484848484848,1037.969696969697,0.0,42.333333333333336,37.484848484848484,117.9090909090909,18.272727272727273
932,318,84,3.7857142857142856,126.47619047619048,82,2,0,83,1,0,0,0,84,0,0,84,45,37,2,61,22,1,0,0,84,58.30952380952381,1531.3809523809523,0.0,0.0,55.61904761904762,181.42857142857142,0.0
933,543,101,5.376237623762377,94.25742574257426,77,23,1,59,42,0,59,42,0,66,33,2,62,37,2,37,63,1,0,0,101,57.86138613861386,1353.5346534653465,2140.1881188118814,40.960396039603964,51.81188118811881,156.86138613861385,0.0
934,5,1,5.0,69.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,13.0,437.0,354.0,0.0,0.0,79.0,0.0
935,779,164,4.75,64.54878048780488,153,8,3,155,9,0,135,29,0,0,0,164,141,21,2,160,4,0,164,0,0,47.21951219512195,938.5487804878048,1418.9024390243903,0.0,36.86585365853659,101.23170731707317,11.78048780487805
936,458,77,5.9480519480519485,44.4025974025974,58,15,4,65,12,0,64,13,0,0,0,77,56,20,1,31,43,3,0,0,77,73.15584415584415,1482.3376623376623,1758.7012987012988,0.0,117.62337662337663,33.116883116883116,0.0
937,77,11,7.0,60.63636363636363,11,0,0,11,0,0,8,3,0,7,4,0,11,0,0,10,1,0,0,0,11,91.36363636363636,1055.1818181818182,1724.0,59.18181818181818,28.181818181818183,115.27272727272727,0.0
938,72,13,5.538461538461538,43.46153846153846,13,0,0,13,0,0,10,3,0,12,1,0,8,5,0,13,0,0,0,0,13,78.53846153846153,1111.2307692307693,1414.3846153846155,35.15384615384615,61.15384615384615,66.38461538461539,0.0
939,113,93,1.2150537634408602,30.0752688172043,44,48,1,89,4,0,81,12,0,9,84,0,84,9,0,91,2,0,0,0,93,73.15053763440861,962.3225806451613,1628.784946236559,74.24731182795699,25.516129032258064,113.64516129032258,0.0
940,107,26,4.115384615384615,76.76923076923077,25,1,0,24,2,0,19,7,0,21,5,0,22,4,0,23,3,0,0,0,26,42.46153846153846,990.5769230769231,1798.7692307692307,42.42307692307692,41.11538461538461,114.0,0.0
941,55,9,6.111111111111111,364.0,2,7,0,4,5,0,0,0,9,0,0,9,1,8,0,0,0,9,0,0,9,77.88888888888889,1260.5555555555557,0.0,0.0,65.0,0.0,0.0
942,9,4,2.25,7.5,4,0,0,4,0,0,0,0,4,0,0,4,4,0,0,4,0,0,4,0,0,16.5,360.5,0.0,0.0,21.5,23.75,2.0
943,131,30,4.366666666666666,98.86666666666666,18,11,1,28,2,0,29,1,0,0,0,30,25,5,0,30,0,0,0,0,30,70.13333333333334,905.5,1013.5,0.0,35.63333333333333,54.36666666666667,0.0
944,14,2,7.0,143.0,2,0,0,0,2,0,2,0,0,0,1,1,1,1,0,1,1,0,0,0,2,79.0,1523.0,109.5,59.0,54.0,161.0,0.0
945,141,36,3.9166666666666665,130.22222222222223,29,7,0,15,21,0,0,0,36,0,0,36,16,20,0,17,19,0,35,1,0,53.833333333333336,1710.9166666666667,0.0,0.0,58.69444444444444,216.19444444444446,15.25
946,25,6,4.166666666666667,107.16666666666667,5,1,0,3,3,0,4,2,0,6,0,0,3,3,0,5,1,0,0,0,6,50.833333333333336,1253.0,1951.1666666666667,13.333333333333334,63.833333333333336,96.83333333333333,0.0
947,196,43,4.558139534883721,120.79069767441861,32,11,0,28,15,0,32,11,0,28,15,0,23,20,0,30,13,0,0,0,43,51.83720930232558,1204.2558139534883,1638.906976744186,55.395348837209305,46.44186046511628,146.13953488372093,0.0
948,170,24,7.083333333333333,121.16666666666667,21,3,0,19,5,0,22,2,0,8,15,1,13,10,1,12,12,0,0,0,24,104.0,1491.75,885.625,80.33333333333333,48.916666666666664,178.83333333333334,0.0
949,507,96,5.28125,89.58333333333333,66,30,0,88,8,0,92,4,0,71,23,2,79,16,1,94,2,0,0,0,96,48.697916666666664,1122.9791666666667,1034.1666666666667,43.354166666666664,33.291666666666664,135.63541666666666,0.0
950,10,1,10.0,149.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,68.0,1167.0,1775.0,57.0,56.0,135.0,0.0
951,261,62,4.209677419354839,87.61290322580645,46,15,1,49,13,0,47,15,0,0,0,62,52,10,0,32,29,1,0,0,62,62.274193548387096,1101.3548387096773,1552.6612903225807,0.0,58.83870967741935,73.1774193548387,0.0
952,447,112,3.9910714285714284,55.3125,111,1,0,99,13,0,0,0,112,78,32,2,84,27,1,78,34,0,70,39,3,74.46428571428571,1124.1339285714287,0.0,52.44642857142857,33.857142857142854,128.41964285714286,20.446428571428573
953,401,70,5.728571428571429,61.92857142857143,70,0,0,67,3,0,0,0,70,44,22,4,34,34,2,62,8,0,51,19,0,55.18571428571428,1057.1,0.0,45.357142857142854,34.4,126.25714285714285,16.4
954,19,4,4.75,96.75,4,0,0,4,0,0,4,0,0,4,0,0,3,0,1,2,2,0,0,0,4,63.5,954.5,855.75,31.0,31.75,79.5,0.0
955,237,61,3.8852459016393444,55.31147540983606,35,22,4,44,17,0,50,11,0,0,0,61,33,20,8,32,24,5,0,0,61,126.40983606557377,1525.311475409836,1788.8032786885246,0.0,41.47540983606557,169.21311475409837,0.0
956,71,24,2.9583333333333335,41.166666666666664,23,1,0,22,2,0,19,5,0,20,4,0,20,4,0,23,1,0,0,0,24,28.916666666666668,948.0416666666666,1403.0833333333333,40.708333333333336,43.875,110.0,0.0
957,183,128,1.4296875,43.6640625,107,19,2,55,73,0,122,6,0,27,100,1,78,45,5,25,103,0,0,0,128,130.5,1803.75,1282.25,83.8359375,39.0703125,224.8125,0.0
958,699,120,5.825,66.03333333333333,96,23,1,117,3,0,118,2,0,0,0,120,118,2,0,115,5,0,103,12,5,57.083333333333336,977.3916666666667,1197.475,0.0,29.508333333333333,119.78333333333333,21.4
959,60,11,5.454545454545454,56.63636363636363,10,1,0,11,0,0,0,0,11,0,0,11,10,1,0,7,4,0,0,0,11,72.54545454545455,1402.2727272727273,0.0,0.0,84.18181818181819,97.0,0.0
960,788,179,4.402234636871508,318.0782122905028,136,43,0,131,48,0,51,128,0,19,160,0,57,116,6,106,72,1,0,0,179,68.29050279329608,1949.6759776536312,2949.5474860335194,109.16201117318435,85.41899441340782,273.24022346368713,0.0
961,644,127,5.070866141732283,53.488188976377955,94,29,4,125,2,0,35,92,0,0,0,127,90,28,9,86,34,7,107,18,2,111.91338582677166,1476.3622047244094,3065.685039370079,0.0,51.881889763779526,145.49606299212599,19.25984251968504
962,613,89,6.887640449438202,200.2808988764045,79,10,0,34,55,0,0,0,89,73,16,0,8,80,1,55,33,1,89,0,0,83.38202247191012,1614.0674157303372,0.0,29.426966292134832,87.15730337078652,100.15730337078652,9.438202247191011
963,11,2,5.5,381.0,2,0,0,2,0,0,0,0,2,2,0,0,2,0,0,2,0,0,0,0,2,13.5,399.5,0.0,1.5,10.5,158.0,0.0
964,59,26,2.269230769230769,132.69230769230768,21,5,0,21,5,0,23,3,0,21,5,0,21,5,0,23,3,0,0,0,26,40.69230769230769,758.7692307692307,1060.2692307692307,31.076923076923077,24.076923076923077,65.11538461538461,0.0
965,129,44,2.9318181818181817,63.65909090909091,37,7,0,34,10,0,0,0,44,0,0,44,23,21,0,29,15,0,38,6,0,79.4090909090909,1283.7045454545455,0.0,0.0,50.77272727272727,131.25,13.363636363636363
966,2,1,2.0,187.0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,72.0,595.0,0.0,0.0,4.0,21.0,1.0
967,11,3,3.6666666666666665,14.333333333333334,3,0,0,3,0,0,0,0,3,0,0,3,3,0,0,3,0,0,3,0,0,39.666666666666664,460.3333333333333,0.0,0.0,10.666666666666666,55.0,7.0
968,92,15,6.133333333333334,76.4,12,3,0,11,4,0,5,10,0,0,0,15,12,3,0,10,5,0,0,0,15,58.266666666666666,1228.9333333333334,2920.733333333333,0.0,37.2,154.86666666666667,0.0
969,25,4,6.25,36.0,3,1,0,1,3,0,3,1,0,0,4,0,1,3,0,1,3,0,0,0,4,46.5,1501.75,1611.0,86.75,63.75,193.25,0.0
970,619,79,7.8354430379746836,136.27848101265823,70,9,0,77,2,0,12,67,0,71,8,0,54,22,3,78,1,0,0,0,79,104.69620253164557,1945.8227848101267,4093.6962025316457,73.56962025316456,85.92405063291139,200.08860759493672,0.0
971,159,47,3.382978723404255,988.0212765957447,28,19,0,16,31,0,19,28,0,0,0,47,19,28,0,36,11,0,35,12,0,99.17021276595744,2979.6382978723404,3486.468085106383,0.0,90.97872340425532,204.93617021276594,32.02127659574468
972,1168,179,6.5251396648044695,105.50837988826815,152,27,0,97,82,0,47,132,0,146,32,1,55,121,3,112,67,0,0,0,179,94.66480446927375,1787.1340782122904,3196.094972067039,46.502793296089386,68.83240223463687,178.76536312849163,0.0
973,885,139,6.366906474820144,76.86330935251799,136,3,0,89,49,1,89,49,1,39,99,1,56,79,4,68,70,1,0,0,139,50.37410071942446,1215.9568345323742,1963.9928057553957,76.84892086330935,51.13669064748201,138.97841726618705,0.0
974,240,88,2.727272727272727,109.30681818181819,73,14,1,62,26,0,79,8,1,32,56,0,63,24,1,65,23,0,0,0,88,49.35227272727273,1182.465909090909,1325.159090909091,67.0,41.20454545454545,144.38636363636363,0.0
975,8,2,4.0,8.5,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,2,35.0,531.0,668.0,18.5,8.5,77.5,0.0
976,121,19,6.368421052631579,131.73684210526315,15,4,0,17,2,0,10,9,0,18,1,0,12,7,0,13,6,0,0,0,19,114.36842105263158,1666.6315789473683,2408.315789473684,33.21052631578947,79.0,120.36842105263158,0.0
977,631,151,4.178807947019868,114.57615894039735,130,19,2,87,64,0,133,18,0,71,78,2,83,66,2,96,54,1,0,0,151,60.317880794701985,1584.0662251655629,2912.066225165563,67.15894039735099,54.735099337748345,190.87417218543047,0.0
978,372,109,3.4128440366972477,111.30275229357798,77,31,1,62,47,0,81,28,0,56,53,0,41,67,1,80,29,0,0,0,109,46.211009174311926,1178.697247706422,1837.4954128440368,45.46788990825688,54.12844036697248,121.1559633027523,0.0
979,206,91,2.2637362637362637,54.59340659340659,33,58,0,68,23,0,28,63,0,0,0,91,58,33,0,85,6,0,91,0,0,106.31868131868131,1548.131868131868,2901.2087912087914,0.0,55.07692307692308,148.56043956043956,15.901098901098901
980,331,75,4.413333333333333,90.97333333333333,60,14,1,61,14,0,0,0,75,67,8,0,56,17,2,57,17,1,57,15,3,156.64,2214.88,0.0,30.746666666666666,101.66666666666667,151.33333333333334,21.2
981,1012,165,6.133333333333334,71.92121212121212,144,20,1,126,38,1,0,0,165,141,24,0,131,33,1,38,122,5,162,3,0,110.6969696969697,2035.8424242424242,0.0,42.557575757575755,123.24242424242425,115.96363636363637,11.50909090909091
982,264,53,4.981132075471698,116.32075471698113,44,9,0,51,2,0,0,0,53,51,2,0,41,12,0,53,0,0,53,0,0,90.0,1356.698113207547,0.0,43.37735849056604,61.0188679245283,107.16981132075472,11.622641509433961
983,324,63,5.142857142857143,103.39682539682539,33,30,0,44,19,0,42,21,0,43,20,0,32,31,0,58,5,0,0,0,63,78.41269841269842,1481.126984126984,2009.936507936508,54.095238095238095,61.38095238095238,138.03174603174602,0.0
984,18,8,2.25,19.5,8,0,0,8,0,0,0,0,8,8,0,0,8,0,0,6,2,0,8,0,0,26.25,872.5,0.0,15.625,71.5,35.5,5.125
985,191,25,7.64,196.36,24,1,0,20,5,0,20,5,0,18,7,0,11,14,0,13,11,1,0,0,25,59.04,1430.0,1852.0,43.12,53.4,143.64,0.0
986,121,14,8.642857142857142,151.14285714285714,10,4,0,5,9,0,11,3,0,0,0,14,5,8,1,3,10,1,14,0,0,71.92857142857143,1505.857142857143,2035.0714285714287,0.0,109.28571428571429,21.428571428571427,6.857142857142857
987,409,147,2.7823129251700682,82.421768707483,131,15,1,140,1,6,126,21,0,147,0,0,86,59,2,103,43,1,0,0,147,185.7278911564626,2202.591836734694,1370.2312925170068,34.55102040816327,59.6530612244898,219.49659863945578,0.0
988,253,59,4.288135593220339,430.1186440677966,0,0,59,57,2,0,15,44,0,50,8,1,46,12,1,56,3,0,57,2,0,0.0,2190.2542372881358,3474.2203389830506,73.23728813559322,86.57627118644068,245.23728813559322,15.288135593220339
989,184,87,2.1149425287356323,31.724137931034484,44,39,4,83,4,0,85,2,0,0,86,1,86,1,0,44,41,2,0,0,87,92.83908045977012,1245.2413793103449,1555.9195402298851,10.459770114942529,84.7816091954023,24.20689655172414,0.0
990,200,129,1.550387596899225,74.66666666666667,112,17,0,128,1,0,0,0,129,0,0,129,115,14,0,128,1,0,120,7,2,112.66666666666667,1177.1007751937984,0.0,0.0,40.35658914728682,88.27131782945736,12.844961240310077
991,361,179,2.016759776536313,93.49162011173185,106,68,5,168,11,0,89,90,0,153,25,1,156,21,2,127,50,2,0,0,179,85.17877094972067,1519.558659217877,2284.4022346368715,52.01117318435754,45.16201117318436,198.8659217877095,0.0
992,155,39,3.9743589743589745,125.74358974358974,27,10,2,24,15,0,15,24,0,34,5,0,17,20,2,21,18,0,0,0,39,81.66666666666667,1922.4615384615386,2702.6153846153848,47.94871794871795,66.1025641025641,238.2051282051282,0.0
993,26,3,8.666666666666666,63.333333333333336,1,2,0,3,0,0,0,0,3,1,2,0,1,2,0,3,0,0,1,2,0,64.0,1190.3333333333333,0.0,51.666666666666664,53.666666666666664,128.66666666666666,15.0
994,23,13,1.7692307692307692,19.53846153846154,12,1,0,13,0,0,12,1,0,13,0,0,12,1,0,13,0,0,0,0,13,49.23076923076923,620.6923076923077,585.8461538461538,12.153846153846153,25.0,51.23076923076923,0.0
995,1090,177,6.15819209039548,43.45762711864407,123,52,2,130,44,3,112,64,1,0,0,177,29,142,6,115,61,1,39,136,2,131.85310734463278,1743.5141242937852,2153.276836158192,0.0,77.83050847457628,132.135593220339,32.333333333333336
996,189,66,2.8636363636363638,691.7727272727273,65,1,0,59,6,1,61,5,0,65,1,0,62,4,0,61,5,0,0,0,66,50.303030303030305,1847.3484848484848,831.1515151515151,24.40909090909091,45.333333333333336,164.37878787878788,0.0
997,42,2,21.0,41.0,1,1,0,2,0,0,0,2,0,0,2,0,1,1,0,2,0,0,0,0,2,116.5,1870.0,3329.5,96.0,75.0,192.5,0.0
998,183,47,3.893617021276596,302.1276595744681,37,10,0,26,21,0,36,11,0,44,3,0,27,20,0,43,4,0,0,0,47,51.829787234042556,1331.8085106382978,1706.8510638297873,20.76595744680851,49.59574468085106,102.38297872340425,0.0
999,485,81,5.987654320987654,52.77777777777778,51,27,3,59,21,1,56,25,0,80,1,0,48,26,7,47,31,3,0,0,81,148.14814814814815,1635.8024691358025,1949.0246913580247,32.925925925925924,55.69135802469136,141.80246913580248,0.0
1000,285,75,3.8,38.21333333333333,34,41,0,73,2,0,67,8,0,25,48,2,68,6,1,70,5,0,0,0,75,65.93333333333334,993.0266666666666,1448.6266666666668,53.6,29.08,119.81333333333333,0.0
1001,126,132,0.9545454545454546,62.36363636363637,127,5,0,130,2,0,0,0,132,100,32,0,121,9,2,132,0,0,125,5,2,179.47727272727272,1519.5454545454545,0.0,39.40151515151515,38.65151515151515,100.87121212121212,14.227272727272727
1002,404,116,3.4827586206896552,83.27586206896552,77,32,7,101,15,0,90,26,0,0,0,116,70,45,1,91,22,3,58,51,7,67.71551724137932,1346.7758620689656,1576.5431034482758,0.0,45.98275862068966,152.3448275862069,25.724137931034484
1003,341,95,3.5894736842105264,56.07368421052632,88,5,2,93,2,0,86,9,0,76,18,1,78,15,2,92,2,1,0,0,95,42.705263157894734,822.1684210526316,1052.5263157894738,38.96842105263158,30.873684210526317,84.08421052631579,0.0
1004,1394,176,7.920454545454546,63.875,155,19,2,165,11,0,0,0,176,0,0,176,123,49,4,130,42,4,88,78,10,63.48295454545455,1261.4886363636363,0.0,0.0,42.27272727272727,151.375,27.931818181818183
1005,431,86,5.011627906976744,53.95348837209303,77,7,2,73,13,0,63,22,1,72,14,0,24,58,4,66,19,1,0,0,86,73.9186046511628,1369.860465116279,1968.139534883721,38.906976744186046,70.95348837209302,115.84883720930233,0.0
1006,556,60,9.266666666666667,67.28333333333333,44,15,1,46,14,0,0,0,60,55,5,0,44,14,2,33,26,1,50,9,1,112.3,2171.55,0.0,41.166666666666664,129.3,147.1,17.8
1007,231,78,2.9615384615384617,75.32051282051282,73,5,0,76,2,0,58,20,0,70,8,0,69,9,0,75,3,0,0,0,78,45.35897435897436,951.0641025641025,1420.7948717948718,46.34615384615385,37.17948717948718,115.78205128205128,0.0
1008,544,76,7.157894736842105,337.92105263157896,68,8,0,61,15,0,21,55,0,73,3,0,34,40,2,60,15,1,0,0,76,102.13157894736842,1592.2105263157894,3019.4736842105262,29.894736842105264,67.52631578947368,98.84210526315789,0.0
1009,495,131,3.7786259541984735,76.03053435114504,98,33,0,120,11,0,111,20,0,0,0,131,100,29,2,85,44,2,71,55,5,99.58778625954199,1105.2671755725191,1568.7099236641222,0.0,36.3206106870229,105.12213740458016,33.18320610687023
1010,1,1,1.0,10.0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
1011,157,51,3.0784313725490198,41.21568627450981,46,5,0,50,1,0,37,13,1,37,14,0,35,14,2,49,2,0,0,0,51,44.07843137254902,950.2745098039215,1801.764705882353,34.05882352941177,40.23529411764706,100.68627450980392,0.0
1012,740,155,4.774193548387097,104.06451612903226,64,91,0,107,46,2,109,46,0,134,21,0,77,67,11,125,30,0,0,0,155,96.65806451612903,1474.032258064516,1646.6387096774195,29.206451612903226,53.52903225806452,139.29032258064515,0.0
1013,237,55,4.3090909090909095,208.3272727272727,52,3,0,49,6,0,41,14,0,39,16,0,44,11,0,46,9,0,0,0,55,53.10909090909091,1323.6363636363637,1736.7818181818182,51.56363636363636,41.85454545454545,134.29090909090908,0.0
1014,401,148,2.7094594594594597,469.5945945945946,102,43,3,121,27,0,109,39,0,122,23,3,93,49,6,0,0,148,143,3,2,50.891891891891895,982.8716216216217,1735.5135135135135,30.445945945945947,34.41216216216216,0.0,12.371621621621621
1015,330,51,6.470588235294118,83.49019607843137,51,0,0,49,2,0,0,0,51,0,0,51,46,4,1,29,21,1,45,5,1,66.56862745098039,1333.1568627450981,0.0,0.0,49.470588235294116,152.0392156862745,19.823529411764707
1016,175,37,4.72972972972973,208.51351351351352,36,1,0,22,15,0,0,0,37,0,0,37,6,31,0,5,32,0,0,0,37,60.37837837837838,1459.081081081081,0.0,0.0,58.08108108108108,143.0,0.0
1017,25,5,5.0,66.8,5,0,0,5,0,0,0,0,5,5,0,0,4,0,1,5,0,0,0,0,5,41.4,921.4,0.0,32.4,37.4,111.8,0.0
1018,111,17,6.529411764705882,48.411764705882355,15,2,0,11,6,0,0,0,17,0,0,17,9,7,1,9,8,0,16,1,0,93.52941176470588,1455.4117647058824,0.0,0.0,55.94117647058823,141.8235294117647,12.764705882352942
1019,79,16,4.9375,124.8125,12,4,0,13,3,0,5,11,0,0,0,16,6,10,0,15,1,0,0,0,16,103.0,2065.625,3729.8125,0.0,103.9375,173.5,0.0
1020,481,115,4.182608695652174,133.91304347826087,110,5,0,92,23,0,79,36,0,99,15,1,82,32,1,61,54,0,0,0,115,55.3304347826087,1261.5739130434783,1817.6173913043478,35.23478260869565,47.66086956521739,130.35652173913044,0.0
1021,38,5,7.6,50.6,5,0,0,4,1,0,0,0,5,0,0,5,3,2,0,4,1,0,0,0,5,39.8,1085.6,0.0,0.0,42.6,140.6,0.0
1022,666,158,4.215189873417722,93.31012658227849,141,16,1,120,38,0,0,0,158,88,70,0,86,70,2,87,70,1,59,95,4,127.16455696202532,1598.1708860759493,0.0,40.177215189873415,58.848101265822784,149.0379746835443,23.829113924050635
1023,4,1,4.0,341.0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0.0,440.0,460.0,35.0,11.0,0.0,1.0
1024,63,13,4.846153846153846,130.3846153846154,11,2,0,13,0,0,13,0,0,9,4,0,10,3,0,13,0,0,0,0,13,44.30769230769231,843.6923076923077,1164.076923076923,34.61538461538461,32.69230769230769,94.53846153846153,0.0
1025,1123,164,6.847560975609756,232.4939024390244,163,1,0,83,80,1,84,80,0,0,0,164,83,77,4,39,122,3,158,4,2,71.42682926829268,1818.3353658536585,2436.1524390243903,0.0,67.01219512195122,180.35365853658536,17.201219512195124
1026,394,79,4.987341772151899,39.45569620253165,67,12,0,73,6,0,49,30,0,0,0,79,64,14,1,67,12,0,60,15,4,56.050632911392405,1205.8101265822784,2052.2025316455697,0.0,42.9873417721519,153.86075949367088,17.72151898734177
1027,91,12,7.583333333333333,338.5833333333333,5,7,0,12,0,0,0,0,12,10,2,0,0,0,12,12,0,0,10,2,0,90.83333333333333,1228.25,0.0,43.333333333333336,0.0,131.58333333333334,18.0
1028,12,4,3.0,25.75,3,1,0,3,1,0,0,0,4,0,0,4,3,1,0,4,0,0,4,0,0,33.5,795.25,0.0,0.0,25.5,107.0,9.5
1029,360,74,4.864864864864865,113.6891891891892,47,27,0,73,1,0,0,0,74,36,36,2,71,3,0,73,1,0,29,42,3,65.8108108108108,1245.027027027027,0.0,40.45945945945946,35.66216216216216,158.4189189189189,24.013513513513512
1030,678,120,5.65,124.25833333333334,76,43,1,73,47,0,42,78,0,0,0,120,39,81,0,90,29,1,106,12,2,121.21666666666667,2023.3083333333334,2931.8166666666666,0.0,105.36666666666666,124.45,15.691666666666666
1031,84,15,5.6,49.13333333333333,14,1,0,13,2,0,13,2,0,12,3,0,11,4,0,14,1,0,0,0,15,45.266666666666666,986.3333333333334,1173.8,44.666666666666664,38.8,107.86666666666666,0.0
1032,57,16,3.5625,161.875,16,0,0,16,0,0,16,0,0,13,3,0,15,1,0,16,0,0,0,0,16,23.125,812.1875,705.3125,27.875,23.3125,88.125,0.0
1033,426,119,3.5798319327731094,25.88235294117647,54,65,0,74,45,0,0,0,119,86,31,2,52,65,2,57,60,2,101,14,4,92.24369747899159,1273.1932773109243,0.0,29.69747899159664,66.33613445378151,74.02521008403362,16.991596638655462
1034,116,14,8.285714285714286,84.21428571428571,10,4,0,10,4,0,12,2,0,14,0,0,12,2,0,2,12,0,0,0,14,60.42857142857143,1113.0,1728.0714285714287,6.285714285714286,78.64285714285714,27.5,0.0
1035,416,178,2.337078651685393,107.92696629213484,158,20,0,155,23,0,156,22,0,0,0,178,148,30,0,135,42,1,160,16,2,73.1685393258427,822.7752808988764,1033.926966292135,0.0,29.151685393258425,74.79213483146067,17.365168539325843
1036,612,155,3.9483870967741934,71.92258064516129,91,58,6,132,23,0,0,0,155,55,96,4,116,34,5,106,47,2,0,0,155,65.85806451612903,1271.625806451613,0.0,67.94193548387096,36.670967741935485,156.15483870967742,0.0
1037,2,1,2.0,100.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,28.0,1010.0,3000.0,6.0,42.0,105.0,0.0
1038,199,32,6.21875,59.125,31,1,0,15,17,0,0,0,32,18,13,1,11,21,0,9,23,0,11,20,1,68.21875,1302.71875,0.0,49.65625,57.71875,133.65625,29.125
1039,232,48,4.833333333333333,57.229166666666664,43,5,0,47,1,0,15,33,0,43,5,0,42,5,1,32,16,0,0,0,48,69.0,1186.9166666666667,2701.9791666666665,37.916666666666664,56.604166666666664,101.875,0.0
1040,58,100,0.58,75.33,16,84,0,97,3,0,0,0,100,100,0,0,1,99,0,100,0,0,0,0,100,124.52,1670.18,0.0,5.1,116.25,49.75,0.0
1041,194,33,5.878787878787879,672.7878787878788,32,0,1,32,1,0,0,0,33,0,0,33,30,3,0,0,0,33,0,0,33,51.03030303030303,1222.1818181818182,0.0,0.0,38.36363636363637,0.0,0.0
1042,408,83,4.9156626506024095,214.56626506024097,79,4,0,49,34,0,67,16,0,67,15,1,70,13,0,60,23,0,0,0,83,51.16867469879518,1476.7831325301204,1642.4819277108434,43.46987951807229,41.325301204819276,172.15662650602408,0.0
1043,395,72,5.486111111111111,58.25,62,10,0,59,13,0,0,0,72,61,10,1,46,25,1,62,10,0,56,14,2,73.93055555555556,1041.2083333333333,0.0,30.583333333333332,44.541666666666664,89.69444444444444,14.958333333333334
1044,185,35,5.285714285714286,209.25714285714287,35,0,0,33,2,0,32,3,0,31,3,1,31,4,0,28,7,0,0,0,35,37.74285714285714,1401.4857142857143,1103.5714285714287,37.17142857142857,44.05714285714286,166.34285714285716,0.0
1045,89,16,5.5625,74.875,16,0,0,10,6,0,11,5,0,10,6,0,7,9,0,9,7,0,0,0,16,54.5,1335.8125,1963.4375,53.3125,45.5625,165.375,0.0
1046,1187,131,9.061068702290076,127.19847328244275,114,15,2,87,43,1,32,99,0,0,0,131,47,81,3,105,26,0,113,14,4,111.61832061068702,1728.8167938931297,3048.2519083969464,0.0,66.3206106870229,156.55725190839695,21.15267175572519
1047,266,40,6.65,44.075,36,4,0,35,5,0,0,0,40,0,0,40,28,12,0,29,11,0,37,2,1,58.675,1253.325,0.0,0.0,57.2,134.55,13.125
1048,160,11,14.545454545454545,43.90909090909091,9,2,0,8,3,0,1,10,0,4,7,0,2,8,1,4,4,3,0,0,11,111.36363636363636,1784.0,3120.5454545454545,73.81818181818181,64.0909090909091,199.9090909090909,0.0
